Price,Screen Size,Processor,RAM,Hard Drive,Graphics Coprocessor,Chipset Brand,Card Description,Wireless Type,Number of USB 2.0 Ports,Number of USB 3.0 Ports,Brand Name,Series,Item model number,Operating System,Item Weight,Product Dimensions,Item Dimensions L x W x H,Color,Processor Brand,Processor Count,Computer Memory Type,Flash Memory Size,Hard Drive Interface,Hard Drive Rotational Speed,Optical Drive Type,Batteries,Average Battery Life (in hours),Hardware Platform,Rear Webcam Resolution,Power Source,Voltage,Memory Speed,California residents,Graphics Card Ram Size,National Stock Number,Package Dimensions,Audio-out Ports (#),Battery Type,Screen Resolution Width,Screen Resolution Height
1089.99,15.6,3.6 GHz Ryzen 7 1800X,16 GB ddr4_sdram,1 TB HDD 7200 rpm,AMD Radeon RX 580,,,,,,Dell,,,Windows 10,33.2 pounds,18.1 x 17.2 x 8.5 inches,18.1 x 17.2 x 8.5 inches,,AMD,8.0,SDRAM,,Serial ATA,7200.00,,,,PC,,,,,,,,,,,1920,1080
829.99,14.0,3.4 GHz 8032,8 GB,Flash Memory Solid State,Intel HD Graphics,intel,Integrated,802.11ac,2.0,1.0,ASUS,ASUS VivoBook,TP410UA-DH54T,Windows 10,3.5 pounds,18 x 11 x 2.7 inches,18 x 11 x 2.7 inches,,Intel,2.0,,256.0,,,No Optical Drive,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,1920,1080
379.99,15.6,3.1 GHz Intel Core i5,8 GB DDR4,1 TB HDD 5400 rpm,Intel HD Graphics 620,intel,Integrated,"802.11ac"","" Bluetooth",1.0,,Acer,Acer Aspire,E15,Windows 10,4.37 pounds,15 x 1.2 x 10.2 inches,15 x 1.2 x 10.2 inches,,Intel,2.0,DDR4 SDRAM,,Serial ATA,,,1 Lithium Metal batteries required.,,PC,,AC & Battery,,,,,,,,,1920,1080
259.97,11.6,8032,4 GB,,Integrated Intel HD Graphics 500,,,802.11g,2.0,,Lenovo,Winbook,81FY000GUS,,3.2 pounds,11.8 x 8.4 x 0.9 inches,11.83 x 8.37 x 0.92 inches,black,,4.0,,64,,,,100 Lithium ion batteries required. (included),,,,,,3200 MHz,,,,,,,1920,1080
466.92,15.6,2 GHz AMD R Series,8 GB DDR,512 GB Hybrid,Integrated AMD Radeon Vega8 Graphics,AMD,,"Bluetooth"","" 802.11ac",1.0,,Dell,Dell Inspiron 15 5000,Inspiron 15 5000,Windows 10 Home,6.58 pounds,10.2 x 15 x 0.8 inches,10.2 x 15 x 0.8 inches,Blue,AMD,4.0,DDR SDRAM,512 GB,Solid State,,,3 Lithium ion batteries required.,,Business laptop computer pc,,AC & Battery,,,,,,,,,1920,1080
444.49,14.0,1.6 GHz Intel Celeron,4 GB DDR3L,32 GB SSD,Intel HD Graphics,intel,Integrated,802.11ac,,,HP,HP Stream,HP Stream,Windows 10,3.2 pounds,13.9 x 10.1 x 1 inches,13.9 x 10.08 x 1.02 inches,Black,Intel,2.0,DDR3 SDRAM,32 GB,Solid State,,,1 Lithium ion batteries required. (included),10 hours,PC,,,,,,,,,,,1920,1080
859.77,15.6,2.7 GHz Core i7 2.7 GHz,16 GB,512 GB flash_memory_solid_state,Intel HD Graphics,intel,Integrated,,2.0,,Dell,Dell Inspiron,,Windows 10 Pro,4.85 pounds,14.9 x 10.2 x 0.9 inches,14.9 x 10.25 x 0.94 inches,,Intel,2.0,DDR4 SDRAM,512 GB,Solid State,,,,8 hours,PC,,AC & Battery,,,,,,,,,1366,768
365.0,15.6,2.5 GHz Intel Core i5,12 GB DDR,2 TB mechanical_hard_drive,Intel HD Graphics 620,intel,Integrated,802.11ac,,,HP,HP 15.6,HP 15.6,Windows 10,5.82 pounds,15 x 10 x 0.9 inches,14.96 x 9.99 x 0.94 inches,,Intel,2.0,SDRAM,,Serial ATA,,,,,PC,,,,,,,,,,,1366,768
559.0,15.6,1.6 GHz Intel Core i5,8 GB,256 GB SSD,Intel HD Graphics 620,Intel,Integrated,"802.11ac"","" Bluetooth",1.0,,Dell,Dell Inspiron,na,Windows 10 Home,4.56 pounds,14.2 x 9.5 x 0.7 inches,14.2 x 9.5 x 0.7 inches,,Intel,4.0,DDR SDRAM,256 GB,Solid State,,,1 Lithium ion batteries required. (included),,Home and Business 2-in-1 Laptop/Tablet,,,,2400 MHz,,,,,,,1920,1080
1189.81,13.3,3.8 GHz Intel Core 2 Duo,16 GB DDR3,1 TB SSD,Intel Iris Plus Graphics 640,intel,Integrated,"802.11b"","" 802.11g",,,Dell,XPS 9360,8VGT0,Windows 10,2.65 pounds,,,,Intel,2.0,DDR SDRAM,512,Solid State,,,1 Lithium ion batteries required.,,PC,,,19.5 volts,1866 MHz,,,,21.3 x 14.2 x 4.5 inches,,,1920,1080
62.89,10.1,1 GHz Tegra 2.0,1 GB DDR2,16 GB,,,,"802.11b/g"", 802.11bgn,"" 802.11b",,,Asus,Eee Pad,TF101-A1 + Dock,Android 3.0 Honeycomb,1.5 pounds,,,,NVIDIA,4.0,DDR2 SDRAM,32 GB,,,,1 Lithium ion batteries required. (included),9.5 hours,Android,5 MP,Battery,,,,,,17.7 x 14.1 x 3.5 inches,1.0,lithium_polymer,1280,800
449.0,14.0,2.7 GHz Pentium D,4 GB,64 GB 64G SSD,Intel UHD Graphics 605,intel,,802.11ac,,,ASUS,TP401MA-US22T,Asus,Windows 10 S,2.86 pounds,12.8 x 8.9 x 0.7 inches,12.85 x 8.87 x 0.73 inches,Light Gray,Intel,1.0,DDR4 SDRAM,64 GB,ATA,5400.00,,1 Lithium ion batteries required. (included),,PC,,,,,,,,,,,1920,1080
420.99,15.6,2.7 GHz AMD A Series,12 GB,128 GB flash_memory_solid_state,AMD Radeon R7,amd,Dedicated,802.11ac,,,ASUS,VivoBook F510QA,VivoBook F510QA,Windows 10,5.1 pounds,14.2 x 10.1 x 0.8 inches,14.2 x 10.1 x 0.8 inches,,Intel,4.0,DDR4 SDRAM,128 GB,Solid State,,,,,PC,,,,,,,,,,,1920,1080
1039.99,15.6,2.2 GHz Intel Core i7,16 GB,256 GB SSD,NVIDIA GeForce GTX 1060 Max-Q,,Dedicated,,,,Dell,G5 15,G5 15,Windows 10,9.05 pounds,,,Black,Intel,1.0,DDR4 SDRAM,256 GB,Solid State,,,1 Lithium ion batteries required. (included),,PC,,,,,,,,20.5 x 13.5 x 3 inches,,,1920,1080
361.99,15.6,2.7 GHz AMD A Series,8 GB DDR,128 GB SSD,AMD Radeon R7 Integrated Graphics,AMD,integrated,802.11bgn,,,ASUS,ASUS X Laptop,,Windows 10 Home,6.34 pounds,10.1 x 15 x 1 inches,10.1 x 15 x 1 inches,Matte Silver IMR,AMD,4.0,DDR SDRAM,128 GB,Solid State,,,2 Lithium ion batteries required. (included),,Business and Home Laptop,,,,,,,,,,,1366,768
780.0,12.5,2.6 GHz Intel Core i7,8 GB DDR,256 GB SSD,Intel HD Graphics 520,Intel HD Graphics,Integrated,802.11bgn,,2.0,HP,EliteBook,V1H03UT#ABA,Windows 7 Professional,4.55 pounds,18.1 x 11.7 x 3.1 inches,18.1 x 11.7 x 3.1 inches,,Intel,2.0,,256.0,Serial ATA-600,,No Optical Drive,1 Lithium Polymer batteries required. (included),12.5 hours,PC,,"Corded-Electric"","" Battery",,2133 MHz,,,,,,,1920,1080
599.99,14.0,1.9 GHz Intel Core i5,,flash_memory_solid_state,Intel HD Graphics,intel,Integrated,802.11ac,,,,Lenovo Thinkpad,B01EH0NRQ2,Windows 7 Professional,13.65 pounds,,,Black,Intel,,,256 GB,,,,1 Lithium ion batteries required.,,,,"Corded-Electric"","" Battery",,,,,,13 x 7.5 x 3.5 inches,,,1920,1080
199.0,15.6,2.1 GHz Intel Celeron,4 GB,500 GB,,intel,,802.11ac,,,Dell,Dell Inspiron,,Windows 10,4.86 pounds,,,,Intel,1.0,DDR4 SDRAM,,Serial ATA,,,1 Lithium ion batteries required. (included),,PC,,,,,,,,20.2 x 12.1 x 2.9 inches,,,1920,1080
507.99,15.6,8032,4 GB,mechanical_hard_drive,,intel,Integrated,802.11g,,,Acer,Acer Aspire,NX.H37AA.006,Windows 10 Home,4.63 pounds,15 x 10.3 x 0.8 inches,15 x 10.3 x 0.8 inches,,,2.0,,1.00,,,,100 Lithium ion batteries required. (included),,,,,,,,,,,,,1920,1080
1425.78,15.6,8032,ddr4_sdram,flash_memory_solid_state,Intel HD Graphics,,Dedicated,,4.0,1.0,HP,5DV38UT#ABA,5DV38UT,,15.43 pounds,14 x 6.7 x 17.1 inches,14.02 x 6.65 x 17.13 inches,black,,4.0,,512.00,ATA-4,1,BD-R,,,,,,,2666 MHz,,1,,,,,1920,1080
1054.57,15.6,8032,8 GB,flash_memory_solid_state,Intel HD Graphics 620,,Integrated,802.11ac,1.0,,HP,1NW57UT#ABA,1NW57UT#ABA,Windows 10 Pro,4.14 pounds,15 x 10 x 0.9 inches,14.96 x 9.99 x 0.93 inches,,,2.0,,256.0,,,,1 Lithium ion batteries required. (included),,,,Corded-Electric,,,,,,,,,1920,1080
99.97,10.1,1.3 GHz,,32 GB,1.3GHz,,,"802.11b/g"", 802.11bgn,"" 802.11b",,,Padcod,Touch,,Android 7.0 Nougat,14.1 ounces,,,Black,,4.0,,32 GB,,,,1 Lithium Polymer batteries required. (included),5 years,Android,5 MP,Battery,,,,,,4 x 3 x 2 inches,,,1280,800
174.95,14.0,2.6 GHz Intel Core i5,4 GB DDR3,320 GB mechanical_hard_drive,Intel HD Graphics,,,,,,Dell,Latitude E6430,e6430,Windows 10 Pro,6.58 pounds,,,,Intel,1.0,DDR3 SDRAM,,Serial ATA,,,1 Lithium ion batteries required.,,PC,,,,,,,,16.3 x 12.3 x 4 inches,,,1366,768
1500.0,15.6,3.8 GHz Intel Core i7,16 GB DDR,1000 GB Hybrid Drive,NVIDIA GeForce GTX 1070,NVIDIA,Dedicated,802.11a/b/g/n/ac,1.0,,Alienware,GTX 1070 | 15 Inch 60Hz G-Sync,AW15R3-7376SLV-PUS,Windows 10 Home,7.69 pounds,12 x 15.3 x 1 inches,12 x 15.31 x 1 inches,Epic Silver,Intel,4.0,DDR4 SDRAM,128.0,Solid State,7200 RPM,No Optical Drive,1 Lithium Polymer batteries required. (included),,PC; Notebook,,,,,,,,,,,1920,1080
109.08,7.0,1.2 GHz Apple A4,1 GB A8,4 GB,,,,802.11ab,,,Supersonic,Tablet,SC79BL,android 4.1,1.35 pounds,7 x 4 x 5 inches,7 x 4 x 5 inches,,AMD,1.0,DDR3 SDRAM,8 GB,Serial ATA,,,1 Lithium ion batteries required. (included),,Android,1 MP,Corded-Electric,,,,,,,,,1920,1080
509.0,17.3,2.2 GHz Core i3 8130U,8 GB DDR4,1 TB HDD 5400 rpm,Intel HD Graphics 520,Intel,Integrated,"802.11ac"","" Bluetooth",1.0,,HP,HP 17-Inch Laptop Gold,HP 17.3-Inch Notebook PC,Windows 10,5.29 pounds,16.3 x 10.7 x 1 inches,16.3 x 10.7 x 0.97 inches,Gold,Intel,2.0,DDR4 SDRAM,,Serial ATA,5400.00,,1 Lithium ion batteries required. (included),,PC,,AC & Battery,,2133 MHz,,,,,,,1600,900
309.99,14.0,1.8 KHz Celeron 3865U,6 GB,128 GB emmc,Intel,intel,Integrated,,,,DUODUOGO,Aerobook,,Windows 10,4.18 pounds,,,Silver,Intel,2.0,DDR3 SDRAM,,ATA100,,,,,PC,,Battery,,,,,,15.3 x 9.9 x 3.5 inches,,,1920,1080
649.0,15.6,2.5 GHz Intel Core i5,16 GB,256 GB SSD,Intel HD Graphics 620,Intel,Integrated,"802.11ac"","" Bluetooth",1.0,,Dell,Dell Inspiron,na,Windows 10 Home,4.96 pounds,15 x 10.2 x 1 inches,14.96 x 10.25 x 0.99 inches,,Intel,2.0,DDR SDRAM,256 GB,Solid State,,,1 Lithium ion batteries required.,,Home and Business Laptop,,AC & Battery,,2133 MHz,,,,,,,1920,1080
470.0,17.3,2.5 GHz Intel Core i5,6 GB DDR,mechanical_hard_drive,Intel HD Graphics 620,intel,Integrated,"802.11b"","" 802.11g",2.0,,HP,17-X114DX,Z4P14UA,Windows 10,5.84 pounds,16.4 x 11 x 1 inches,16.42 x 10.98 x 0.98 inches,,Intel,2.0,SDRAM,,,5400 RPM,,1 Lithium ion batteries required.,,,,,,2133 MHz,,,,,,,1920,1080
124.99,8.0,1.4 GHz 8032,2 GB,Flash Memory Solid State,integrated,,Integrated,"802.11abg"", 802.11a/b/g/n,"" 802.11a",1.0,,Samsung,Galaxy Tab A,SM-T380NZKIXAR,Android 7.1 Nougat,14.4 ounces,2.3 x 12.5 x 8.9 inches,2.3 x 12.5 x 8.9 inches,Black,Samsung,4.0,,16 GB,,,None,1 Lithium ion batteries required. (included),8 hours,,5 MP,"Corded-Electric"","" Battery",,,,,,,,,1280,800
34.91,7.0,1.2 GHz Tegra 3.0,1 GB DDR3 SDRAM,8 GB,NVIDIA GeForce,,,802.11bgn,1.0,,Acer,Iconia Tab,A110-07g08u,Android 4.1 Jelly Bean,13.8 ounces,7.6 x 5 x 0.5 inches,7.6 x 4.98 x 0.45 inches,Gray,NVIDIA,4.0,DDR3 SDRAM,8 GB,Serial ATA,,,1 Lithium ion batteries required. (included),7.5 hours,Linux,2 MP,Battery,,,,,,,,,1024,600
456.99,15.6,Intel Core i7,8 GB,mechanical_hard_drive,Intel HD Graphics 520,intel,Integrated,,,,Dell,Dell Inspiron,T8TJG,Windows 10,1 pounds,1 x 1 x 1 inches,1 x 1 x 1 inches,,Intel,4.0,DDR3 SDRAM,,,,,1 Lithium ion batteries required.,,,,,,,,,,,,,1920,1080
99.99,10.0,1.5 GHz Xeon Gold 6148F,16 GB DIMM,16 GB,Mail 400 MP2,,,5.8 GHz Radio Frequency,3.0,,LNBEI,LNBEI,LNBEI,,2.12 pounds,,,Black (64GB SD Card),Qualcomm,8.0,EDO DRAM,64 GB,ATA-3,2.00,,,2 years,Android,400 pixels,,,,,16 GB,,11.5 x 8.1 x 2.3 inches,,,1280,800
799.99,14.0,1.6 GHz Intel Core i5,8 GB DDR3,Flash Memory Solid State,Intel UHD Graphics 620,Intel,Integrated,802.11g,,2.0,Lenovo,Lenovo Ideapad,81EU000HUS,Windows 10 Home,3.5 pounds,12.8 x 0.7 x 8.9 inches,12.76 x 0.65 x 8.86 inches,Onyx Black,Intel,4.0,,128.0,Solid State,2 RPM,No Optical Drive,1 Lithium Polymer batteries required. (included),8 hours,PC,,,,,,,,,,,1920,1080
1499.77,15.6,3.9 GHz Intel Core i7,16 GB DDR4,1000 GB Hybrid Drive,NVIDIA GeForce GTX 1060,nvidia,"GTX 1060 3GB"","" Dedicated",802.11ac,,3.0,ASUS,ASUS FX503,FX503VM-EH73,Windows 10 Home,5.7 pounds,15.1 x 10.3 x 1 inches,15.1 x 10.3 x 1 inches,,Intel,4.0,GDDR5,128.00,Serial ATA-600,5400 RPM,No Optical Drive,1 Lithium Polymer batteries required. (included),,,,,19 volts,2400 MHz,,3 GB,,,,,1920,1080
539.0,13.3,,8 GB DDR4,flash_memory_solid_state,,,integrated,802.11ac,,,Lenovo,,81C3000LUS,Windows 10,3.75 pounds,12.2 x 8.4 x 0.6 inches,12.2 x 8.4 x 0.6 inches,,,2.0,DDR4 SDRAM,256 GB,,,,1 Lithium Polymer batteries required. (included),,Windows,,,,,,,,,,,1920,1080
150.5,7.0,1.2 GHz Tegra 4.0,1 GB DDR3L SDRAM,16 GB,Marvell SOC PXA986 Dual-Core Processor,,,802.11bgn,1.0,,HP,Slate,F4C54UA#ABA,Android 4.2 (Jelly Bean),11.5 ounces,0.4 x 4.7 x 7.9 inches,0.4 x 4.7 x 7.9 inches,silk grey,Marvell,1.0,DDR3 SDRAM,16 GB,Solid State,,no,1 Lithium ion batteries required. (included),5.75 hours,Android,5 MP,Battery,,,,,,,1.0,,1280,800
571.3,13.3,3.6 GHz AMD R Series,16 GB DDR,256 GB SSD,AMD Radeon Vega 8,AMD,,802.11ac,1.0,,Dell,Dell Inspiron,Dell Inspiron,Windows 10 Home,5.17 pounds,12.7 x 8.8 x 0.7 inches,12.7 x 8.8 x 0.7 inches,Era Gray,AMD,4.0,DDR SDRAM,256 GB,Solid State,,,,,Business Laptop/Tablet,,AC & Battery,,2133 MHz,,,,,,,1920,1080
279.0,14.0,1.8 GHz AMD A6,4 GB DDR4,Flash Memory Solid State,,,Integrated,,,2.0,MISC,7DA28UT#ABA,7DA28UT#ABA,,3.46 pounds,8.9 x 13.3 x 0.7 inches,8.9 x 13.3 x 0.7 inches,,,1.0,,32.00,Solid State,1 RPM,None,,,,,,,,,2 GB,,,,,1920,1080
1703.85,14.0,1.7 GHz Intel Core i5,16 GB LPDDR3,256 GB Flash Memory Solid State,Intel UHD Graphics 620,Intel,Integrated,802.11abg,,,Lenovo,ThinkPad X1 Yoga,20LD001DUS,Windows 10 Pro,3.09 pounds,13.1 x 9 x 0.7 inches,13.1 x 9 x 0.7 inches,Black,Intel,4.0,,256.0,Solid State,7200 RPM,No Optical Drive,1 Lithium ion batteries required. (included),,Windows,,,,2133 MHz,,16 GB,,,,,1920,1080
448.0,15.6,1.6 GHz Intel Core i5,6 GB DDR3L,500 GB mechanical_hard_drive,Intel HD Graphics 4400,intel,Integrated,802.11bgn,2.0,2.0,Dell,Inspiron,i15RMT-5124sLV,Windows 8,5.84 pounds,19.3 x 13.2 x 3.3 inches,19.29 x 13.15 x 3.31 inches,Moon Silver,Intel Core I5,2.0,DDR3 SDRAM,,Serial ATA,5400 RPM,,1 Lithium ion batteries required. (included),,PC,,,11.1 volts,1600 MHz,,,,,,,1366,768
901.98,15.6,1.8 GHz Intel Core i7,8 GB,512 GB PCIE SSD,2GB NVIDIA GeForce MX230 Graphics,nvidia,dedicated,"802.11abg"", 802.11a/b/g/n/ac, 802.11a/b/g/n,"" 802.11a",,,Lenovo,Flex 15,Flex 15,Windows 10,4.41 pounds,15.6 x 10 x 1 inches,15.6 x 10 x 1 inches,,Intel,4.0,DDR4 SDRAM,512 GB,Solid State,,,1 Lithium Polymer batteries required. (included),,PC,,,,,,,,,,,1920,1080
499.0,15.6,2.3 GHz Intel Core i7,8 GB DDR3,1 TB mechanical_hard_drive,AMD Radeon R7,intel,Dedicated,802.11ac,,,HP,ENVY X360,T8TJG,Windows 10 Home,5.07 pounds,15 x 9.8 x 0.9 inches,15.04 x 9.84 x 0.94 inches,Silver,Intel,4.0,DDR4 SDRAM,,Serial ATA,5400 RPM,,1 Lithium Polymer batteries required.,7 hours,PC,,,,,,,,,,,1920,1080
695.0,15.0,3.1 GHz Intel Core i5,12 GB DDR4,512 GB Flash Memory Solid State,Intel HD Graphics 620,intel,Integrated,802.11ac,1.0,2.0,Lenovo,Lenovo Thinkpad,20HES3EB00,Windows 10 Pro,5.98 pounds,,,,Intel,2.0,DDR4 SDRAM,12.00,Solid State,5400 RPM,DVD+RW,1 Lithium ion batteries required. (included),,PC,,,,,,12 GB,,18.5 x 12 x 3.1 inches,,,1920,1080
299.99,15.6,2.5 GHz Intel Core i5,6 GB DDR3,500 GB HDD 5400 rpm,Intel HD Graphics,amd,Integrated,802.11bgn,2.0,,Dell,inspiron,I5555-0012BLK,Windows 10,7 pounds,14.9 x 10.3 x 1 inches,14.9 x 10.3 x 1 inches,Black,AMD,4.0,DDR3 SDRAM,,Serial ATA,5400 RPM,,1 Lithium ion batteries required.,5 hours,PC,,AC & Battery,,1600 MHz,,,,,,,1366,768
999.99,15.6,Intel Core i5,8 GB,,Intel HD Graphics 630,,integrated,,,,HP,Smart Buy 800G3 Ed Dm I7-700T ...,1FY79UT#ABA,Windows 10 Pro (64-Bit),2.67 pounds,1 x 1 x 1 inches,1 x 1 x 1 inches,,,4.0,,256.0,,,,,,,,,,2400 MHz,,,,,,,1920,1080
521.83,15.6,2.2 GHz Intel Core i3,6 GB,1 TB SSD,Intel HD Graphics 620,Intel,Integrated,802.11ac,,,Acer,Acer,Acer,Windows 10 Home,7 pounds,15 x 10.2 x 1.2 inches,15.02 x 10.2 x 1.19 inches,,Intel,2.0,DDR3 SDRAM,1 TB,Serial ATA,,,,,PC,,,,,,,,,,,1920,1080
693.0,14.0,8032,DDR4,flash_memory_solid_state,,amd,Integrated,,2.0,2.0,,HP ProBook,6KJ18UT,,3.53 pounds,2 x 4 x 8 inches,2 x 4 x 8 inches,,,1.0,,256.00,Serial ATA,1 RPM,No Optical Drive,1 12V batteries required.,,,,"Corded-Electric"","" Battery",,2400 MHz,,,,,,,1920,1080
725.0,15.6,1.6 GHz Intel Core i5,8 GB DDR4,512 GB SSD,Intel UHD Graphics 620,,Integrated,802.11ac,,,Dell,Inspiron 2-in-1,,Windows 10,4.85 pounds,15 x 10 x 0.9 inches,14.96 x 9.96 x 0.89 inches,Theoretical Gray,Intel,4.0,SDRAM,512 GB,Serial ATA,,,1 Lithium ion batteries required. (included),,PC,,,,,,,,,,,1920,1080
249.99,14.0,1.4 GHz Intel Celeron,2 GB,32 GB eMMC SSD,Intel HD Graphics,intel,Integrated,802.11bgn,,,Dell,Inspiron 14,B01N6M5THF,Windows 10,2.65 pounds,,,,Intel,2.0,DDR3 SDRAM,32 GB,Serial ATA,,,1 Lithium Polymer batteries required. (included),,PC,,,,,,,,15.9 x 14 x 3.1 inches,,,1366,768
340.0,15.6,2 GHz Intel Core i3,4 GB DDR3,1 TB mechanical_hard_drive,Intel Integrated Graphics,intel,Integrated,802.11bgn,2.0,,Dell,Inspiron i3543,I3543-4975BLK,Windows 10,5.36 pounds,15 x 1 x 10 inches,15 x 1 x 10 inches,Black,Intel,2.0,DDR3 SDRAM,,Serial ATA,5400 RPM,,1 Lithium ion batteries required.,7 hours,PC,,AC & Battery,,,,,,,,,1366,768
44.99,7.0,1.2 GHz ARM dual-core CORTEX A9 OMAP 4,1 GB DDR2,8 GB,ARM Mali 400,,,802.11bgn,1.0,,Coby,MID7065,MID7065-8,Android 4.0 Ice Cream Sandwich,11.8 ounces,0.5 x 7.8 x 4.8 inches,0.5 x 7.8 x 4.8 inches,Black,Amlogic,2.0,SDRAM,8 GB,Serial ATA,,,1 Lithium ion batteries required. (included),5 hours,Android,3 MP,Battery,5 volts,,,,,,,,1024,600
418.0,15.6,,8 GB,mechanical_hard_drive,,amd,,"Bluetooth"","" 802.11ac",,,Lenovo,Lenovo Ideapad,Ideapad 320,Windows 10 Home,6.03 pounds,14.9 x 10.2 x 0.9 inches,14.9 x 10.2 x 0.9 inches,,AMD,2.0,DDR4 SDRAM,,,,,,,,,,,,,,,,,,1920,1080
449.0,15.6,2.1 GHz Core i5 Family,8 GB,256 GB flash_memory_solid_state,Intel UHD Graphics 630,,,,,,HP,,,windows 10,6.3 pounds,,,,Intel,6.0,DDR SDRAM,,Solid State,,,,,PC,,,,,,,,19.4 x 9.2 x 5.9 inches,,,1920,1080
199.99,14.0,2.4 GHz Intel Celeron,4 GB,32 GB SSD,Intel,,Integrated,,,,ASUS,"Asus 14"""" Chromebook","Asus 14"""" Chromebook",Chrome OS,5 pounds,12.7 x 9 x 0.6 inches,12.7 x 9 x 0.6 inches,,Intel,2.0,DDR4 SDRAM,32 GB,Solid State,,,1 Lithium ion batteries required. (included),,PC,,,,,,,,,,,1920,1080
899.0,15.6,2.4 GHz Intel Core i5,16 GB DDR4,500 GB SSD,NVIDIA GeForce GTX 1050,NVIDIA,Dedicated,802.11ac,,,Sager,NP6854,NP6854,Windows 10,4.85 pounds,10.2 x 14.2 x 1 inches,10.16 x 14.21 x 0.98 inches,,Intel,4.0,SDRAM,,Serial ATA,,,1 Lithium ion batteries required. (included),,PC,,,,,,,,,,,1920,1080
515.0,15.6,1.6 GHz Intel Core i5,8 GB,256 GB SSD,Intel HD Graphics 620,intel,Integrated,,,,HP,HP,HP,Windows 10,5.8 pounds,15 x 10 x 0.9 inches,15 x 10 x 0.9 inches,,Intel,4.0,SDRAM,256 GB,Serial ATA,,,1 Lithium ion batteries required. (included),,PC,,,,,,,,,,,1366,768
479.99,13.3,2.5 GHz Intel Core i7,12 GB SDRAM DDR3,256 GB SSD,Intel HD Graphics 520,intel,Integrated,"802.11abg"","" 802.11bgn",,,Dell,inspiron 2 in 1,T8TJG,Windows 10,3.44 pounds,13 x 8.7 x 0.8 inches,13 x 8.74 x 0.75 inches,Silver,Intel,4.0,DDR3 SDRAM,256 GB,Solid State,,,1 Lithium Polymer batteries required.,11 hours,PC,,AC & Battery,,,,,,,,,1920,1080
491.44,15.6,2 GHz AMD R Series,8 GB,1 TB mechanical_hard_drive,AMD® RadeonTM Vega 8 Graphics,amd,,,,,Dell,Inspiron,,Windows 10,5 pounds,,,,AMD,4.0,DDR4 SDRAM,,Serial ATA,,,,,PC,,,,,,,,18 x 14 x 4 inches,,,1920,1080
799.66,12.0,1.3 GHz Core M Family,8 GB DDR3,512 GB Flash Memory Solid State,,Intel,Integrated,802.11ac,,,Apple,Macbook,MK4N2LL/AU-A,Mac OS X,3.8 pounds,,,Gold,Intel,1.0,,8,Solid State,7200 RPM,No Optical Drive,1 Lithium ion batteries required. (included),,,,,,,,8 GB,,16.5 x 14.4 x 4.2 inches,,,2304,1440
649.99,15.6,3 GHz AMD R Series,16 GB ddr4_sdram,1 TB,AMD Radeon RX 550,,,,,,HP,Pavilion,2HJ51AA,Windows 10,12 pounds,,,,AMD,2.0,DDR2 SDRAM,,ATA,,,,,PC,,,,,,,,20.4 x 19.3 x 10 inches,,,1920,1080
479.99,15.6,2.2 GHz Ryzen 7 2700U,8 GB,256 GB flash_memory_solid_state,,amd,integrated,802.11ac,,,Acer,Acer Aspire,,Windows 10,5.07 pounds,,,,AMD,2.0,DDR DRAM,256 GB,Solid State,,,1 Lithium Polymer batteries required. (included),,PC,,,,,,,,19.6 x 12.2 x 2.5 inches,,,1920,1080
559.0,13.3,2 GHz AMD R Series,16 GB DDR4,256 GB flash_memory_solid_state,AMD,,,,,,Dell,Dell Inspiron,Inspiron 13 7000,Windows 10,3.84 pounds,12.7 x 8.8 x 0.7 inches,12.7 x 8.8 x 0.7 inches,,AMD,4.0,DDR4 SDRAM,256 GB,Solid State,,,,,PC,,,,,,,,,,,1920,1080
1399.99,15.6,2.2 GHz Core i7-980,16 GB DDR4,SSD,NVIDIA GeForce GTX 1070,NVIDIA,Geforce GTX 1070,2.4 GHz Radio Frequency,,,MSI,9S7-16Q211-037,GS65 STEALTH THIN-037,Windows 10,4.14 pounds,14.1 x 9.8 x 0.7 inches,14.1 x 9.8 x 0.69 inches,Black,Intel,6.0,DDR4 SDRAM,512 GB,Serial ATA-600,,,1 Lithium ion batteries required. (included),8 hours,PC,,,,,,8 GB,,,,,1920,1080
800.0,15.6,2.2 GHz Intel Core i7,8 GB,512 GB SSD,NVIDIA GeForce GTX 1050 Ti,nvidia,Dedicated,802.11ac,,,Dell,Dell G5,Dell G5,Windows 10,8.85 pounds,,,Red,Intel,6.0,SDRAM,512 GB,Serial ATA,,,,,PC,,,,,,,,20.5 x 13.5 x 3 inches,,,1920,1080
335.99,15.6,2 GHz A10,12 GB DDR,1 TB mechanical_hard_drive,,amd,,"802.11abg"", 802.11ac, 802.11a/b/g/n,"" 802.11a",2.0,,Lenovo,Lenovo Ideapad,Ideapad 100,Windows 10,5.1 pounds,15 x 10.3 x 0.9 inches,15 x 10.3 x 0.89 inches,,AMD,4.0,DDR3 SDRAM,,,,,,4 hours,,,,,1600 MHz,,,,,,,1920,1080
900.0,15.6,4.6 GHz Intel Core i7,16 GB ddr4_sdram,128 GB,Intel,,,,,,Dell,,,Windows 10,13 pounds,14.7 x 6.3 x 11.6 inches,14.71 x 6.3 x 11.61 inches,,Intel,,GDDR4,128 GB,Solid State,,,,,PC,,,,,,,,,,,1920,1080
