Price,Backlit Keyboard,Screen Size,Touch Screen,Storage Type,System Memory (RAM),Graphics,Processor Speed (Base),Processor Model,Processor Model Number,Operating System,Battery Type,Product Name,Brand,Model Number,Color Category,Feature__Backlit Keyboard,Display__Screen Size,Screen Resolution,Display__Touch Screen,Display Type,Storage__Storage Type,Memory__System Memory (RAM),Type of Memory (RAM),Graphics__Graphics,Graphics Type,Processor Brand,Processor__Processor Speed (Base),Processor__Processor Model,Processor__Processor Model Number,Compatibility__Operating System,Built-In Webcam,Optical Drive Type,Power__Battery Type,Product Height,Product Width,Product Depth,ENERGY STAR Certified,EPEAT Qualified,Manufacturer's Warranty - Parts,Manufacturer's Warranty - Labor,UPC
1099.99,True,15.6 inches,False,SSD,8 gigabytes,NVIDIA GeForce GTX 1660 Ti,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Lithium-ion,"15.6"" Gaming Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce GTX 1660 Ti - 256GB Solid State Drive",HP,PV15-DK0030NR,Black,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,NVIDIA GeForce GTX 1660 Ti,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,True,None,Lithium-ion,0.9 inches,14.2 inches,10.1 inches,True,False,1 year,1 year,193808706578
749.99,True,14 inches,True,SSD,8 gigabytes,Other,1.6 gigahertz,Intel 10th Generation Core i5,i5-10210U,Windows 10 Home,Lithium-ion,"Flex 14IML 2-in-1 14"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB SSD",Lenovo,81XG0000US,Black,True,14 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Other,Integrated,Intel,1.6 gigahertz,Intel 10th Generation Core i5,i5-10210U,Windows 10 Home,True,None,Lithium-ion,0.7 inches,12.9 inches,9 inches,False,False,1 year,1 year,193638425847
969.99,True,15.6 inches,True,SSD,8 gigabytes,Other,1.8 gigahertz,Intel 10th Generation Core i7,i7-10510U,Windows 10 Home,Lithium-ion,"Flex 15IML 2-in-1 15.6"" Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 512GB SSD",Lenovo,81XH0000US,Black,True,15.6 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Other,Discrete,Intel,1.8 gigahertz,Intel 10th Generation Core i7,i7-10510U,Windows 10 Home,True,None,Lithium-ion,0.8 inches,14.3 inches,9.8 inches,True,False,1 year,1 year,193638425939
999.99,True,15.6 inches,False,"SSD, HDD",8 gigabytes,NVIDIA GeForce GTX 1650,2.3 gigahertz,AMD 2nd Generation Ryzen 7,3750H,Windows 10 Home,Lithium-ion,"15.6"" Gaming Laptop - AMD Ryzen 7 - 8GB Memory - NVIDIA GeForce GTX 1650 - 1TB Hard Drive + 256GB Solid State Drive",ASUS,TUF505DTRB73,Black,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,"SSD, HDD",8 gigabytes,DDR4 SDRAM,NVIDIA GeForce GTX 1650,Discrete,AMD,2.3 gigahertz,AMD 2nd Generation Ryzen 7,3750H,Windows 10 Home,True,None,Lithium-ion,1 inches,14.2 inches,10.3 inches,False,False,1 year,1 year,192876341612
3520.08,True,17.3 inches,False,SSD,16 gigabytes,AMD Radeon Pro WX 4150,2.6 gigahertz,Intel 8th Generation Core i7,i7-8850H,Windows 10 Pro,Lithium-ion,"Precision 17.3"" Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive",Dell,PRM7730R7WMT,Black,True,17.3 inches,1920 x 1080 (Full HD),False,LCD,SSD,16 gigabytes,DDR4 SDRAM,AMD Radeon Pro WX 4150,Discrete,Intel,2.6 gigahertz,Intel 8th Generation Core i7,i7-8850H,Windows 10 Pro,True,None,Lithium-ion,1.2 inches,16.3 inches,10.8 inches,True,False,3 Years,3 Years,884116320166
2699.99,True,15.6 inches,False,SSD,32 gigabytes,NVIDIA GeForce RTX 2080,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Lithium-polymer,"Triton 500 15.6"" Gaming Laptop - Intel Core i7 - 32GB Memory - NVIDIA GeForce RTX 2080 - 1TB Solid State Drive",Acer,PT5155173Z5,Black,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,32 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2080,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,True,None,Lithium-polymer,0.7 inches,14.1 inches,10 inches,False,False,1 year,1 year,193199307682
1999.99,True,15.6 inches,False,SSD,16 gigabytes,NVIDIA GeForce RTX 2070,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Pro,Lithium-ion,"15.6"" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2070 - 512GB Solid State Drive",ASUS,G531GWXB74,Black,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,16 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2070,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Pro,False,None,Lithium-ion,1 inches,14.2 inches,10.8 inches,False,False,1 year,1 year,192876332726
2399.99,True,17.3 inches,False,SSD,32 gigabytes,Other,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Pro,Lithium-ion,"WE75 9TK 17.3"" Laptop - Intel Core i7 - 32GB Memory - 512GB Solid State Drive",MSI,WE75 9TK-654,Black,True,17.3 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,32 gigabytes,DDR4 SDRAM,Other,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Pro,True,None,Lithium-ion,1.1 inches,15.6 inches,10.6 inches,True,False,3 years,3 years,824142185308
316.99,False,14 inches,False,HDD,8 gigabytes,,1.9 gigahertz,Intel 4th Generation Core i5,i5-4300U,Windows 10 Home,Other,"ThinkPad 14"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 320GB Hard Drive",Lenovo,T440-30257-REFURBISHED,Black,False,14 inches,1366 x 768 (HD),False,Widescreen LED,HDD,8 gigabytes,DDR3L SDRAM,,Integrated,Intel,1.9 gigahertz,Intel 4th Generation Core i5,i5-4300U,Windows 10 Home,False,None,Other,0.82 inches,13.34 inches,9.15 inches,True,True,1 Year,1 Year,825633408029
999.99,True,15.6 inches,False,SSD,8 gigabytes,NVIDIA GeForce GTX 1650,,Intel 9th Generation Core i5,i5-9300H,Windows 10 Home,Lithium-ion,"GF63 9SC 15.6"" Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 512GB Solid State Drive",MSI,GF63 THIN 9SC-652,Black,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,NVIDIA GeForce GTX 1650,Discrete,Intel,,Intel 9th Generation Core i5,i5-9300H,Windows 10 Home,True,None,Lithium-ion,0.9 inches,14.1 inches,10 inches,False,False,1 year,1 year,824142194065
775.99,True,15.6 inches,False,"SSD, HDD",8 gigabytes,NVIDIA GeForce GTX 1650,2.4 gigahertz,Intel 9th Generation Core i5,i5-9300H,Windows 10 Home,Lithium-ion,"15.6"" Refurbished Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 1TB HDD + 128GB SSD",Acer,NH.Q5UAA.001,Black,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,"SSD, HDD",8 gigabytes,DDR4 SDRAM,NVIDIA GeForce GTX 1650,Discrete,Intel,2.4 gigahertz,Intel 9th Generation Core i5,i5-9300H,Windows 10 Home,True,None,Lithium-ion,1.1 inches,14.3 inches,10 inches,False,False,90 days,90 days,841631132919
3199.99,True,17.3 inches,False,SSD,16 gigabytes,NVIDIA GeForce RTX 2070,2.6 gigahertz,Intel 9th Generation Core i9,i9-9980HK,Windows 10 Home,Lithium-polymer,"AERO 17.3"" 4K Ultra HD Laptop - Intel Core i9 - 16GB Memory - NVIDIA GeForce RTX 2070 - 512GB SSD",GIGABYTE,AERO 17 HDR XA-9US4130SQ,Black,True,17.3 inches,3840 x 2160 (4K),False,Widescreen LED,SSD,16 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2070,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i9,i9-9980HK,Windows 10 Home,True,None,Lithium-polymer,0.8 inches,15.6 inches,10.6 inches,False,False,1 year,1 year,813567027522
1209.99,True,15.6 inches,False,HDD,8 gigabytes,NVIDIA GeForce GTX 1050 Ti,2.3 gigahertz,Intel 8th Generation Core i5,i5-8300H,Windows 10 Home,Lithium-ion,"Legion Y730 15.6"" Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1050 Ti - 1TB HDD",Lenovo,81HD001SUS,Black,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,HDD,8 gigabytes,DDR4 SDRAM,NVIDIA GeForce GTX 1050 Ti,Discrete,Intel,2.3 gigahertz,Intel 8th Generation Core i5,i5-8300H,Windows 10 Home,True,None,Lithium-ion,0.9 inches,14.2 inches,10.5 inches,True,False,1 year,1 year,193124680408
899.99,True,14 inches,False,SSD,8 gigabytes,Other,1.6 gigahertz,Intel 10th Generation Core i5,i5-10210U,Windows 10 Pro,Lithium-polymer,"Modern 14"" Laptop - Intel Core i5 - 8GB Memory - 512GB SSD",MSI,MODERN14459,Gray,True,14 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Other,Discrete,Intel,1.6 gigahertz,Intel 10th Generation Core i5,i5-10210U,Windows 10 Pro,True,None,Lithium-polymer,0.6 inches,12.7 inches,8.7 inches,True,False,1 year,1 year,824142196045
525.99,True,15.6 inches,False,SSD,8 gigabytes,Intel HD Graphics 520,2.4 gigahertz,Intel 6th Generation Core i5,i5-6300U,Windows 10 Pro,Lithium-polymer,"Latitude 15.6"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive",Dell,E5570-31083,Black,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Intel HD Graphics 520,Integrated,Intel,2.4 gigahertz,Intel 6th Generation Core i5,i5-6300U,Windows 10 Pro,True,None,Lithium-polymer,0.9 inches,14.8 inches,9.9 inches,True,False,1 year,1 year,825633447868
1699.99,True,15.6 inches,False,"SSD, HDD",16 gigabytes,NVIDIA GeForce GTX 1060,2.2 gigahertz,Intel 8th Generation Core i7,i7-8750H,Windows 10 Home,Lithium-ion,"15.6"" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1060 - 1TB Hybrid Drive + 256GB SSD",Alienware,AWM15-7264SLV-PUS,Silver,True,15.6 inches,1920 x 1080 (Full HD),False,Widescreen LCD,"SSD, HDD",16 gigabytes,DDR4 SDRAM,NVIDIA GeForce GTX 1060,Discrete,Intel,2.2 gigahertz,Intel 8th Generation Core i7,i7-8750H,Windows 10 Home,True,None,Lithium-ion,0.8 inches,14.3 inches,10.8 inches,False,False,1 year,1 year,884116314264
3738.99,True,17.3 inches,False,SSD,16 gigabytes,AMD Radeon Pro WX 4150,2.6 gigahertz,Intel 8th Generation Core i7,i7-8850H,Windows 10 Pro for Workstations,Lithium-ion,"Precision 17.3"" Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive",Dell,PRM7730SBR30,Gray,True,17.3 inches,1920 x 1080 (Full HD),False,LCD,SSD,16 gigabytes,DDR4 SDRAM,AMD Radeon Pro WX 4150,Discrete,Intel,2.6 gigahertz,Intel 8th Generation Core i7,i7-8850H,Windows 10 Pro for Workstations,True,None,Lithium-ion,1.2 inches,16.3 inches,10.8 inches,False,False,3 Years,3 Years,884116329640
2699.99,True,15.6 inches,False,SSD,16 gigabytes,NVIDIA GeForce RTX 2080,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Lithium-polymer,"Omen X 2S by HP 15.6"" 4K Ultra HD Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2080 - 1TB SSD",HP,15-DG0020NR,Black,True,15.6 inches,3840 x 2160 (4K),False,Widescreen LED,SSD,16 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2080,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,True,None,Lithium-polymer,0.8 inches,14.3 inches,10.3 inches,False,False,1 year,1 year,193808873577
1399.99,True,15.6 inches,True,SSD,16 gigabytes,Intel UHD Graphics 620,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,Lithium-polymer,"Swift 5 15.6"" Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive",Acer,SF51551T73TY,Silver,True,15.6 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,SSD,16 gigabytes,DDR4 SDRAM,Intel UHD Graphics 620,Integrated,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,True,None,Lithium-polymer,0.6 inches,14.1 inches,9.1 inches,False,False,1 year,1 year,191114977835
1798.99,True,14 inches,True,SSD,8 gigabytes,Intel UHD Graphics 620,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Pro,Lithium-ion,"ThinkPad X1 Yoga 2-in-1 14"" Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive",Lenovo,20QF000RUS,Silver,True,14 inches,1920 x 1080 (Full HD),True,LCD,SSD,8 gigabytes,LPDDR3,Intel UHD Graphics 620,Integrated,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Pro,True,None,Lithium-ion,0.61 inches,12.7 inches,8.58 inches,True,True,3 Years,3 Years,193386796602
749.99,False,17.3 inches,False,"SSD, HDD",8 gigabytes,Other,1 gigahertz,Intel 10th Generation Core i5,i5-1035G1,Windows 10 Home,Lithium-ion,"Inspiron 17.3"" Laptop - Intel Core i5 - 8GB Memory - 1TB HDD + 128GB SSD",Dell,I3793-5657BLK-PUS,Black,False,17.3 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,"SSD, HDD",8 gigabytes,DDR4 SDRAM,Other,Integrated,Intel,1 gigahertz,Intel 10th Generation Core i5,i5-1035G1,Windows 10 Home,False,DVD-RW,Lithium-ion,1 inches,16.3 inches,11 inches,True,False,1 year,1 year,884116361657
1699.99,True,14 inches,False,SSD,16 gigabytes,NVIDIA GeForce GTX 1650,1.1 gigahertz,Intel 10th Generation Core i7,i7-10710U,Windows 10 Pro,Lithium-polymer,"Prestige 14"" 4K Ultra HD Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1650 - 1TB SSD",MSI,PRESTIGE14021,Gray,True,14 inches,3840 x 2160 (4K),False,Widescreen LED,SSD,16 gigabytes,LPDDR3,NVIDIA GeForce GTX 1650,Discrete,Intel,1.1 gigahertz,Intel 10th Generation Core i7,i7-10710U,Windows 10 Pro,True,None,Lithium-polymer,0.6 inches,12.6 inches,8.5 inches,False,False,1 year,1 year,824142199350
1819.99,True,15.6 inches,False,SSD,16 gigabytes,NVIDIA GeForce RTX 2060,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Pro,Lithium-polymer,"15.6"" 4K Ultra HD Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2060 - 512GB Solid State Drive",GIGABYTE,AERO 15 OLED WA-7US5130SP,Black,True,15.6 inches,3840 x 2160 (4K),False,Widescreen,SSD,16 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2060,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Pro,True,None,Lithium-polymer,0.8 inches,14 inches,9.8 inches,False,False,1 year,1 year,813567027393
1049.99,True,12 inches,False,SSD,8 gigabytes,Intel HD Graphics 515,1.2 gigahertz,Intel Core m5,m5-6Y54,Mac OS,Lithium-polymer,"MacBook 12"" Laptop - Intel Core m5 - 8GB Memory - 512GB Flash Storage - Pre-Owned",Apple,MLH82LL/AR,Space Gray,True,12 inches,2304 x 1440,False,Widescreen LED,SSD,8 gigabytes,LPDDR3,Intel HD Graphics 515,Integrated,Intel,1.2 gigahertz,Intel Core m5,m5-6Y54,Mac OS,True,None,Lithium-polymer,0.5 inches,11 inches,7.7 inches,True,False,Not Available,Not Available,740844197879
595.99,False,14 inches,False,SSD,8 gigabytes,Intel HD Graphics 520,2.6 gigahertz,Intel 6th Generation Core i7,i7-6600U,Windows 10 Pro,Lithium-ion,"EliteBook 14"" Refurbished Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive",HP,840 G3-31481,Silver,False,14 inches,1366 x 768 (HD),False,Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Intel HD Graphics 520,Integrated,Intel,2.6 gigahertz,Intel 6th Generation Core i7,i7-6600U,Windows 10 Pro,False,None,Lithium-ion,0.7 inches,13.3 inches,9.3 inches,True,False,1 year,1 year,825633471757
1999.99,True,17.3 inches,False,SSD,16 gigabytes,NVIDIA GeForce RTX 2080,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Lithium-ion,"OMEN by HP 17.3"" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2080 - 512GB Solid State Drive",HP,17-CB0090NR,Black,True,17.3 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,16 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2080,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,True,None,Lithium-ion,1.1 inches,15.9 inches,11 inches,True,False,1 year,1 year,193905271825
1099.99,True,15.6 inches,False,"SSD, HDD",8 gigabytes,NVIDIA GeForce GTX 1050 Ti,2.3 gigahertz,Intel 8th Generation Core i5,i5-8300H,Windows 10 Home,Lithium-ion,"ROG Strix Hero Edition 15.6"" Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1050Ti - 1TB+8GB SSHD + 128GB SSD",ASUS,GL503GEES52,Black,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,"SSD, HDD",8 gigabytes,DDR4 SDRAM,NVIDIA GeForce GTX 1050 Ti,Integrated,Intel,2.3 gigahertz,Intel 8th Generation Core i5,i5-8300H,Windows 10 Home,True,None,Lithium-ion,0.9 inches,15.1 inches,10.3 inches,False,False,1 year,1 year,889349993552
2579.99,True,15.6 inches,False,SSD,32 gigabytes,NVIDIA GeForce GTX 1650,2.6 gigahertz,Intel 9th Generation Core i7,i7-9850H,Windows 10 Pro,Lithium-ion,"ThinkPad X1 Extreme 15.6"" Laptop - Intel Core i7 - 32GB Memory - NVIDIA GeForce GTX 1650 - 512GB Solid State Drive",Lenovo,20QV0008US,Black,True,15.6 inches,1920 x 1080 (Full HD),False,LCD,SSD,32 gigabytes,DDR4,NVIDIA GeForce GTX 1650,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9850H,Windows 10 Pro,True,None,Lithium-ion,0.72 inches,14.2 inches,9.67 inches,True,True,3 Years,3 Years,193638137672
272.99,False,14 inches,False,HDD,8 gigabytes,Intel HD Graphics,2.5 gigahertz,Intel 2nd Generation Core i5,i5-2520M,Windows 10 Home,Lithium-ion,"EliteBook 14"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 320GB Hard Drive",HP,8460PI525832010,Silver,False,14 inches,1366 x 768 (HD),False,Widescreen LED,HDD,8 gigabytes,DDR3 SDRAM,Intel HD Graphics,Integrated,Intel,2.5 gigahertz,Intel 2nd Generation Core i5,i5-2520M,Windows 10 Home,False,,Lithium-ion,,,,False,False,18 months,18 months,812177027649
999.99,True,15.6 inches,False,SSD,8 gigabytes,NVIDIA GeForce GTX 1050,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,Lithium-polymer,"15.6"" Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce GTX 1050 - 512GB SSD",MSI,PS63096,Gray,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,NVIDIA GeForce GTX 1050,Discrete,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,True,None,Lithium-polymer,0.6 inches,14.1 inches,9.2 inches,False,False,1 year,1 year,824142195512
97.99,False,11.6 inches,False,eMMC,4 gigabytes,Intel HD Graphics,1.6 gigahertz,Intel Celeron,N3060,Chrome OS,Lithium-polymer,"N22 11.6"" Chromebook - Intel Celeron - 4GB Memory - 16GB eMMC Flash Memory - Preowned",Lenovo,N22-20.SD,Black,False,11.6 inches,1366 x 768 (HD),False,LCD,eMMC,4 gigabytes,DDR3L SDRAM,Intel HD Graphics,Integrated,Intel,1.6 gigahertz,Intel Celeron,N3060,Chrome OS,True,None,Lithium-polymer,0.9 inches,11.8 inches,8.4 inches,False,False,Not Available,Not Available,841631136337
206.99,False,14 inches,False,eMMC,4 gigabytes,Intel UHD Graphics 600,1.1 gigahertz,Intel Celeron,N4000,Windows 10 Home in S mode,Lithium-polymer,"Swift 14"" Refurbished Laptop - Intel Celeron - 4GB Memory - 64GB eMMC Flash Memory",Acer,NX.GXGAA.007,Silver,False,14 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,eMMC,4 gigabytes,DDR4 SDRAM,Intel UHD Graphics 600,Integrated,Intel,1.1 gigahertz,Intel Celeron,N4000,Windows 10 Home in S mode,True,None,Lithium-polymer,0.6 inches,12.7 inches,9 inches,False,False,90 days,90 days,841631130076
449.99,True,15.4 inches,False,HDD,4 gigabytes,NVIDIA GeForce,2.66 gigahertz,Intel Core2 Duo,,Mac OS X 10.6 Snow Leopard,Lithium-polymer,"MacBook Pro 15.4"" Pre-owned Laptop - Intel Core2 Duo - 4GB Memory - 320GB Hard Drive",Apple,MB985LL/A,Silver,True,15.4 inches,1440 x 900 (WXGA+),False,Widescreen LED,HDD,4 gigabytes,DDR3 SDRAM,NVIDIA GeForce,Discrete,Intel,2.66 gigahertz,Intel Core2 Duo,,Mac OS X 10.6 Snow Leopard,True,"CD-R, CD-RW, DVD+R, DVD+R DL, DVD+RW, DVD+RW DL, DVD-R, DVD-R DL, DVD-RW",Lithium-polymer,0.95 inches,14.35 inches,9.82 inches,True,True,90 Days,90 Days,643907573514
386.99,False,14 inches,False,SSD,8 gigabytes,Intel HD Graphics,2.6 gigahertz,Intel 4th Generation Core i5,i5-4300M,Windows 10 Pro,Lithium-ion,"Latitude 14"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 480GB Solid State Drive",Dell,E6440-31254,Silver,False,14 inches,1366 x 768 (HD),False,Widescreen LED,SSD,8 gigabytes,DDR3 SDRAM,Intel HD Graphics,Integrated,Intel,2.6 gigahertz,Intel 4th Generation Core i5,i5-4300M,Windows 10 Pro,False,None,Lithium-ion,1.3 inches,13.3 inches,9.2 inches,True,False,1 year,1 year,825633457713
1399.99,True,17.3 inches,False,"SSD, HDD",16 gigabytes,NVIDIA GeForce GTX 1050 Ti,2.3 gigahertz,Intel 8th Generation Core i5,i5-8300H,Windows 10 Home,Lithium-ion,"Legion Y730 17.3"" Gaming Laptop - Intel Core i5- 16GB Memory - NVIDIA GeForce GTX 1050 Ti - 1TB HDD + 128GB SSD",Lenovo,81HG001HUS,Black,True,17.3 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,"SSD, HDD",16 gigabytes,DDR4 SDRAM,NVIDIA GeForce GTX 1050 Ti,Discrete,Intel,2.3 gigahertz,Intel 8th Generation Core i5,i5-8300H,Windows 10 Home,True,None,Lithium-ion,0.9 inches,16.2 inches,12 inches,True,False,1 year,1 year,193124686028
382.99,False,14 inches,False,SSD,8 gigabytes,Intel HD Graphics,1.9 gigahertz,Intel 4th Generation Core i5,i5-4300U,Windows 10 Pro,Lithium-ion,"14"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive",HP,ZBOOK 14-31191,Black,False,14 inches,1600 x 900 (HD+),False,Widescreen LED,SSD,8 gigabytes,DDR3 SDRAM,Intel HD Graphics,Integrated,Intel,1.9 gigahertz,Intel 4th Generation Core i5,i5-4300U,Windows 10 Pro,False,None,Lithium-ion,0.8 inches,13.3 inches,9.3 inches,True,False,1 year,1 year,825633455153
899.99,True,15.6 inches,False,HDD,8 gigabytes,Intel HD Graphics 520,2.3 gigahertz,Intel 6th Generation Core i5,i5‑6200U,Windows 7 Professional 64-bit,Lithium-ion,"ProBook 15.6"" Laptop - Intel Core i5 - 8GB Memory - 500GB Hard Drive",HP,W0S81UT,Black,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,HDD,8 gigabytes,DDR4 SDRAM,Intel HD Graphics 520,Integrated,Intel,2.3 gigahertz,Intel 6th Generation Core i5,i5‑6200U,Windows 7 Professional 64-bit,True,DVD+RW DL,Lithium-ion,1 inches,14.9 inches,10.4 inches,True,False,1 year,1 year,889899601419
354.99,False,14 inches,False,SSD,8 gigabytes,Intel HD Graphics,2.4 gigahertz,Intel 6th Generation Core i5,i5-6300U,Windows 10 Pro,Lithium-ion,"ProBook 14"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 512GB Solid State Drive",HP,640 G2-31212,Black,False,14 inches,1366 x 768 (HD),False,Widescreen LED,SSD,8 gigabytes,DDR3 SDRAM,Intel HD Graphics,Integrated,Intel,2.4 gigahertz,Intel 6th Generation Core i5,i5-6300U,Windows 10 Pro,False,None,Lithium-ion,1.1 inches,13.4 inches,9.3 inches,True,False,1 year,1 year,825633455948
1137.99,True,15.6 inches,False,SSD,16 gigabytes,NVIDIA GeForce GTX 1060,2.2 gigahertz,Intel 8th Generation Core i7,i7-8750H,Windows 10 Home,Lithium-ion,"15.6"" Refurbished Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1060 - 256GB Solid State Drive",Acer,NH.Q3FAA.001,Black,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,16 gigabytes,DDR4 SDRAM,NVIDIA GeForce GTX 1060,Discrete,Intel,2.2 gigahertz,Intel 8th Generation Core i7,i7-8750H,Windows 10 Home,True,None,Lithium-ion,1.1 inches,15.4 inches,10.5 inches,False,False,90 days,90 days,841631127984
279.99,False,15.6 inches,False,HDD,4 gigabytes,Other,2.5 gigahertz,AMD 2nd Generation Ryzen 3,2200U,Windows 10 Home,Lithium-polymer,"Aspire 15.6"" Refurbished Laptop - AMD Ryzen 3 - 4GB Memory - 1TB Hard Drive",Acer,NX.GY9AA.001,Black,False,15.6 inches,1366 x 768 (HD),False,Widescreen LED,HDD,4 gigabytes,DDR4 SDRAM,Other,Integrated,AMD,2.5 gigahertz,AMD 2nd Generation Ryzen 3,2200U,Windows 10 Home,True,None,Lithium-polymer,1 inches,15 inches,10.3 inches,False,False,90 days,90 days,841631129865
