"Price	Screen Size	Max Screen Resolution	Processor	RAM	Hard Drive	Graphics Coprocessor	Chipset Brand	Card Description	Wireless Type	Number of USB 2.0 Ports	Number of USB 3.0 Ports	Brand Name	Series	Item model number	Operating System	Item Weight	Product Dimensions	Item Dimensions L x W x H	Color	Processor Brand	Processor Count	Computer Memory Type	Flash Memory Size	Hard Drive Interface	Hard Drive Rotational Speed	Optical Drive Type	Batteries	Screen Resolution	Average Battery Life (in hours)	Hardware Platform	Rear Webcam Resolution	Power Source	Voltage	Memory Speed	California residents	Graphics Card Ram Size	National Stock Number	Package Dimensions	Audio-out Ports (#)	Battery Type",,,,,,
"$245.00	15.6 inches	1366 x 768	2.3 GHz Pentium D	4 GB DDR	500 GB mechanical_hard_drive	Intel HD Graphics 610	AMD	Dedicated	802.11ac	1	1	Lenovo	81MV0001US	81MV0001US	Windows 10	3.15 pounds	9.9 x 14.3 x 0.8 inches	9.9 x 14.3 x 0.8 inches	Black	Intel	2	DDR4 SDRAM	16.00	Serial ATA	5400 RPM	BD-R	1 Lithium ion batteries required. (included)		5.5 hours	PC										",,,,,,
"$249.90	11.6 inches	1920 x 1080	1.2 MHz Intel Atom	6 GB DDR3	64 GB emmc	500			802.11b/g", 802.11bgn," 802.11b			jumper	Touch		Windows 10	4.75 pounds			Silver	Intel	4	DDR3 SDRAM	64 GB	Solid State			1 Lithium Polymer batteries required. (included)		6 hours	PC	2 MP	Corded-Electric"," Battery						16.3 x 9.6 x 4.9 inches		",,,
"$749.99	15.6 inches	1920 x 1080	1.6 GHz Intel Core i5	16 GB	512 GB flash_memory_solid_state	Intel UHD Graphics 620	Intel	Integrated	802.11abg", 802.11a/b/g/n/ac, 802.11a/b/g/n," 802.11a			Lenovo	Thinkpad	E590	Windows 10	3.98 pounds			Black	Intel	4	SODIMM	512 GB	Solid State	5400 RPM		1 Lithium ion batteries required. (included)			PC								19 x 13 x 3 inches		",,,
$1 ,"028.00	15.6 inches	1920 x 1080	4.5 GHz Intel Core i7	16 GB	512 GB flash_memory_solid_state	NVIDIA GeForce GTX 1650	nvidia	dedicated	802.11ac	3		ASUS	Asus-G531GT	NA	Windows 10	8.34 pounds	14.2 x 10.8 x 1 inches	14.2 x 10.8 x 1 inches		Intel	6	DDR4 SDRAM	512 GB	Solid State			1 Lithium ion batteries required.	1920 x 1080	4 hours	PC										",,,,,
$1 ,"129.99	14 inches	1920x1080	1.6 GHz 1.2GHz Cortex A8 Processor	DDR4	256 GB SSD	Intel UHD Graphics 620	Intel	Integrated	802.11ac		2	Lenovo	X1 Carbon 7th Gen	20QD000BUS	Windows 10	3.9 pounds				Intel	1		256.00	Solid State	0.01	No Optical Drive	1 Lithium ion batteries required.			PC			120 volts					17.4 x 11.3 x 3 inches		",,,,,
"$225.98	15.6 inches	1366 x 768	3.1 GHz AMD A Series	4 GB	128 GB flash_memory_solid_state	Other	amd	integrated				Lenovo	81H5002FUS	NA	Windows 10	4.41 pounds	10 x 14.8 x 0.9 inches	10 x 14.8 x 0.9 inches		AMD	2	DDR4 SDRAM	128 GB	ATA			1 A batteries required. (included)		5 hours	PC										",,,,,,
"$50.99	7 inches	1024x600		1 GB	16 GB	ARMv7			802.11bgn			PRITOM	K7	PTK7116-V1DB	Android 6.0 Marshmallow	1.65 pounds	7.1 x 4.8 x 0.3 inches	7.1 x 4.8 x 0.3 inches	Dark Blue	ARM	4		16 GB				1 Lithium ion batteries required. (included)		5 years	Android	2 pixels	Battery"," DC								",,,,,
"$999.00	15.6 inches	1920 x 1080 pixels	3.4 Intel Core i7	8 DDR4	512 Flash Memory Solid State	NVIDIA GeForce GTX 1050 Ti	NVIDIA	Dedicated	802.11ac	1	3	MSI	PS63 Modern-096	PS63 Modern-096	Windows 10 Home	3.53 pounds	14.1 x 9.2 x 0.6 inches	14.05 x 9.2 x 0.63 inches		Intel	4	SODIMM	512	PCIE x 4	0.1	No Optical Drive	1 Lithium Polymer batteries required. (included)			PC										",,,,,,
"$459.40	15.6 inches	1366 x 768	3.4 Core i5 Family	8 GB DDR4	Flash Memory Solid State	Intel UHD Graphics 620	Intel	Integrated		1	1	HP	6WC33UA#ABA	6WC33UA#ABA	Windows 10 Home	3.84 pounds	1 x 1 x 1 inches	1 x 1 x 1 inches		Intel	1	DDR4 SDRAM	256	eSATA	7200	No Optical Drive	1 Lithium Polymer batteries required. (included)		12 hours	PC										",,,,,,
"$590.33	15.6 inches	1920 x 1080	3.9 GHz Core i5 Family	8 GB DDR4	512 GB Flash Memory Solid State		NVIDIA	Dedicated	802.11ac	1	3	Acer	A515-54G-5928	A515-54G-5928	Windows 10 Home	5.9 pounds	14.3 x 9.9 x 0.7 inches	14.31 x 9.88 x 0.71 inches		Intel	4	DDR4 SDRAM	512.00	Solid State	0.1	No Optical Drive	1 Lithium Polymer batteries required. (included)									2 GB				",,,,,,
"$89.98	10.1 inches	1280 * 800 IPS	1.3 GHz 5X86	1 GB SDRAM DDR3	16 GB	ARM Mali400-MP4						SANNUO		.	Android 6.0 Marshmallow	1.08 pounds	9.4 x 6.7 x 0.3 inches	9.4 x 6.7 x 0.35 inches	Blue	MTK	4	DDR3 SDRAM	128 GB	USB 2.0			1 Lithium Polymer batteries required. (included)	1280 * 800 IPS	3 years	PC	500 pixels	AC & Battery				1 GB				",,,,,,
$1 ,"049.99	15.6 inches	1920 x 1080 pixels	4.5 GHz Intel Core i7	16 GB DDR4	1 TB Flash Memory Solid State	NVIDIA GeForce GTX 1650	NVIDIA	Dedicated	802.11a/b/g/n/ac"," Bluetooth	2	2	ASUS	VivoBook K571	K571GT-EB76	Windows 10 Home	4.7 pounds	14.1 x 9.8 x 0.9 inches	14.1 x 9.8 x 0.9 inches		Intel	6	DDR4 SDRAM	256	Solid State	5400 RPM	No Optical Drive	1 Lithium Polymer batteries required. (included)			PC						4 GB				",,,,
"$399.99	14 inches	1920 x 1080	1.6 GHz Intel Atom	8 GB	128 GB flash_memory_solid_state	Intel HD Graphics 505	Intel		802.11ac"," 802.11abg			XIDU	PhilBook Max	XN141A	Windows 10	3 pounds	12.8 x 8.7 x 0.7 inches	12.79 x 8.66 x 0.65 inches	Space Gray	Intel	4	DDR3 SDRAM	128 GB	Solid State			1 Lithium Polymer batteries required. (included)			PC		DC								",,,,,
"$219.99	10.8 inches	2560x1600	2.3 GHz	4 GB DDR3	128 GB	ARM Mali-T880 MP4			802.11g 54 Mbps			CHUWI	HI9 PLUS	HI9 PLUS	Android 8.0 Oreo	3.15 pounds	10.5 x 7 x 0.3 inches	10.47 x 6.97 x 0.32 inches			10	DDR3 SDRAM	64 GB				1 Lithium ion batteries required. (included)	2560x1600	10 hours	Android	8 MP	DC		2.3 GHz		4 GB				",,,,,,
"$649.99	15.6 inches	1920 x 1080	4.2 GHz Intel Core i5	8 GB DDR4	512 GB Flash Memory Solid State		NVIDIA	Dedicated		1	3	Acer	A515-54G-53H6	A515-54G-53H6	Windows 10 Home	5.95 pounds	14.3 x 9.9 x 0.7 inches	14.31 x 9.86 x 0.71 inches	Silver	Intel	4		512.00	Solid State	0.01 RPM	No Optical Drive	1 Lithium ion batteries required. (included)		5 hours											",,,,,,
"$599.95	15.6 inches	1366 x 768	1.6 GHz Intel Core i5	12 GB SDRAM	256 GB SSD	Intel	Intel	Integrated	802.11bgn			HP	HP 15-inch Touchscreen 2-in-1 Laptop	15-DY0013DX	Windows 10 S	3.75 pounds	14.1 x 0.7 x 9.5 inches	14.1 x 0.71 x 9.53 inches	Silver	Intel	4	DDR4 SDRAM	256 GB	Solid State			1 Lithium Polymer batteries required. (included)	1366 x 768	12 hours	PC		Battery								",,,,,,
"$674.99	15.6 inches			8 GB	mechanical_hard_drive	Intel UHD Graphics 620	intel	Integrated	802.11b"," 802.11g			HP	HP Pavilion	4AL57UA	Windows 10 Home	4.23 pounds	14.2 x 9.5 x 0.7 inches	14.24 x 9.51 x 0.7 inches	gold	Intel	4	DDR4 SDRAM			5400 RPM		1 Lithium Polymer batteries required.		9 hours					2400 MHz						",,,,,
"$192.99	11.6 inches	1366 x 768 pixels	2.4 GHz Celeron N3350	4 GB LPDDR4	32 GB Flash Memory Solid State		intel	Integrated	802.11g		4	Acer	C732-C6WU	C732-C6WU	Chrome OS	2.78 pounds	11.9 x 8.2 x 0.8 inches	11.89 x 8.23 x 0.84 inches	Grey	Intel	2	DDR4 SDRAM	32	Solid State	0.01 RPM	No Optical Drive	1 Lithium Polymer batteries required. (included)		8 hours											",,,,,,
"$159.99			1.92 GHz Intel Atom	4 GB ddr_sdram	64 GB	Intel HD Graphics 400		integrated				SMALLRT	atom		Windows 10 Professional	10.7 ounces				Intel	4	DDR3 SDRAM		USB						PC								5 x 4.8 x 2.2 inches		",,,,,,
"$199.99	100 inches		2.2 GHz Intel Celeron	6 GB DDR4	128 GB Flash Memory Solid State	Intel HD Graphics 500		Integrated			5	AWOW	AWOW Mini PC	AWOW Mini PC	Windows 10	2.03 pounds				Intel	4	DDR DRAM	128.00	Serial ATA-600	150000 RPM	None	1 Lithium Metal batteries required. (included)			PC						6 GB		10 x 5.8 x 2.6 inches		",,,,,,
"$229.97	14.1 inches	1920 x 1080	1.92 GHz	4 GB DDR3	32 GB mechanical_hard_drive	Intel HD Graphics	intel	Integrated	802.11ac			Fusion5	T90B+ Pro 64GB		Windows 10 Home	2.76 pounds				Intel	4	DDR3 SDRAM	64 GB	Solid State			1 Lithium Polymer batteries required. (included)	1920*1080		Windows	1.3 MP							13.6 x 9.4 x 2.2 inches		",,,,,,
$1 ,"381.99	15.6 inches	1920 x 1080	4.5 GHz Core i7 Family	8 GB SDRAM	256 GB Flash Memory Solid State		NVIDIA	Dedicated				HP	OMEN by HP Laptop 15-dc1020nr	15-dc1020nr	Windows 10 Home	5.34 pounds	11 x 7 x 5 inches	11 x 7 x 5 inches		Intel	6	DDR4 SDRAM	256.00	Serial ATA	0.01 RPM	No Optical Drive	1 Lithium ion batteries required. (included)													",,,,,
"$299.99	11.6 inches	1920 x 1080	1.2 GHz Ryzen 5 2600H	6 GB DDR3	128 GB flash_memory_solid_state	N4000			802.11b/g", 802.11bgn," 802.11b			jumper	6spro		Windows 10	4.8 pounds	11.8 x 7.3 x 0.4 inches	11.8 x 7.3 x 0.44 inches	EZpad 6s Pro 128G-wk	Intel	1	DDR3 SDRAM	64 GB							PC	2 MP									",,,,
"$328.88	15.6 inches	1366 x 768	2.4 GHz Intel Core i3	4 GB	1 TB HDD	Intel UHD Graphics 620	Intel	Integrated	802.11ac			HP	HP	HP	Windows 10	4.52 pounds	15 x 10 x 0.9 inches	15 x 10 x 0.9 inches		Intel	2	DDR3 SDRAM		Serial ATA			1 Lithium ion batteries required. (included)	1366 x 768		PC										",,,,,,
"$469.99	1 inches		3.6 GHz Ryzen 5 2400GE	8 GB DDR4	256 GB Flash Memory Solid State			Integrated		3	3	Lenovo	ThinkCentre M715q	10VG000SUS	Windows 10 Professional	2.91 pounds	7.2 x 7 x 1.5 inches	7.2 x 7 x 1.5 inches		AMD	4		1.00	Serial ATA-600	7200 RPM	None				PC				2666 MHz		1 GB				",,,,,,
$1 ,"699.00	17.3 inches		2.2 GHz Intel Core i7	16 GB DDR4	512 GB flash_memory_solid_state	NVIDIA GeForce RTX 2070	NVIDIA	Dedicated	802.11ac		3	ASUS	ROG Strix Scar II Edition	GL704GW	Windows 10 Home	6.5 pounds	15.7 x 10.8 x 1 inches	15.74 x 10.76 x 1.03 inches	Black	Intel	6	DDR4 SDRAM		Solid State	2 RPM	No Optical Drive	1 Lithium ion batteries required.	1920 x 1080		PC				2666 MHz		8				",,,,,
$1 ,"549.00	17.3	1920 x 1080	2.2 GHz Intel Core i7	16 GB SO-DIMM	512 GB Flash Memory Solid State		NVIDIA	Dedicated			4	MSI	GS75 Stealth-205	GS75 Stealth-205	Windows 10	9.35 pounds	15.6 x 10.2 x 0.8 inches	15.59 x 10.22 x 0.75 inches		Intel	6	SODIMM	512	Solid State	1	No Optical Drive														",,,,,
"$89.99	10 inches	1280 x 800	1.3 GHz	1 GB	16 GB				802.11b/g", 802.11bgn," 802.11b			Tagital	Touch		Android 6.0 Marshmallow	1 pounds	9.5 x 6.7 x 0.3 inches	9.5 x 6.7 x 0.3 inches	Pink		4		16 GB				1 Lithium ion batteries required. (included)	1280x800	5 hours	Android										",,,,
"$250.00	12.2 inches			2 GB		Intel			Bluetooth	1		Pro 12		CT9223W97 DK	Android	3.09 pounds	17 x 3 x 11 inches	17 x 3 x 11 inches	Black		4		64 GB				1 Lithium Metal batteries required.			Android	8 MP	Battery								",,,,,,
$2 ,"293.99	15.6 inches	3840 x 2160 pixels	4.8 GHz Core i9	16 GB DDR4	512 GB Flash Memory Solid State	NVIDIA GeForce GTX 1050 Ti	NVIDIA	Dedicated	802.11b/n/ac"," Bluetooth		4	ASUS	Asus ZenBook Pro 15	UX580GE-XB74T	Windows 10 Pro	4.1 pounds	14.4 x 9.9 x 0.7 inches	14.4 x 9.9 x 0.7 inches		Intel	6	DDR4 SDRAM	512.00	Solid State	10000 RPM	No Optical Drive	1 Lithium Polymer batteries required. (included)			PC			19.5 volts	2400 MHz		4 GB				",,,,
"$988.00	17.3 inches	1920x1080	2.3 GHz AMD R Series	16 GB	512 GB PCIe SSD	NVIDIA GeForce GTX 1650 4GB GDDR5	nvidia	dedicated	802.11abg", 802.11a/b/g/n/ac, 802.11ac, 802.11a/b/g/n," 802.11a			ASUS	TUF Gaming	TUF Gaming	Windows 10	8.66 pounds	15.7 x 11 x 1.1 inches	15.7 x 11 x 1.1 inches		AMD	4	DDR4 SDRAM	512 GB	PCIE x 4			1 Lithium ion batteries required.	1920x1080	5 hours	PC										",,
$1 ,"438.95	15.6 inches	1920 x 1080	1.8 GHz Intel Core i7	32 GB	1 TB SSD	NVIDIA Quadro P500	nvidia	dedicated	802.11ac			Lenovo	Lenovo ThinkPad P52s	NA	Windows 10	4.3 pounds	9.9 x 14.4 x 0.8 inches	9.95 x 14.4 x 0.78 inches		Intel	4	DDR SDRAM	1 TB	Solid State			1 Lithium ion batteries required. (included)			PC										",,,,,
$1 ,"899.99	14 inches	2560 x 1440	1.9 GHz	16 GB DDR3	512 GB SSD	Intel UHD Graphics 620	intel	Integrated		1		Lenovo	Lenovo X1 Carbon 7th Gen	20QD0007US	Windows 10 Pro	4.05 pounds			Black	Intel	1		512.00	Solid State	0.1	No Optical Drive	1 Lithium ion batteries required.	2560 x 1440		PC		AC & Battery	120 volts					17.4 x 11.4 x 2.9 inches		",,,,,
$1 ,"699.00	15.6 inches	1920 x 1080	4.5 GHz Core i7 Family	16 GB DDR4	512 GB Flash Memory Solid State		NVIDIA	Dedicated	Bluetooth		4	Acer	PT515-51-75BH	PT515-51-75BH	Windows 10 Home	4.41 pounds	14.1 x 10 x 0.7 inches	14.11 x 10.04 x 0.7 inches		Intel	6		512.00	Solid State	0.01 RPM	No Optical Drive	1 Lithium ion batteries required. (included)									6 GB				",,,,,
"$109.99			1.92 GHz Intel Atom	2 GB ddr3l	32 GB	Intel HD Graphics		integrated				SMALLRT	Atom		Windows 10	9.6 ounces	3.9 x 1.5 x 0.5 inches	3.94 x 1.5 x 0.47 inches		Intel	4	DDR3 SDRAM		USB 3.0						PC										",,,,,,
"$807.91	15.6 inches	1920 x 1080	1.6 GHz Intel Core i5	16 GB DDR4	512 GB SSD	Intel UHD Graphics 620		Integrated	802.11ac			Lenovo	yoga	NA	Windows 10	4.41 pounds	14.2 x 9.8 x 0.7 inches	14.2 x 9.8 x 0.7 inches	Iron Gray	Intel	4	SDRAM	512 GB	Serial ATA			1 Lithium ion batteries required. (included)			PC										",,,,,,
"$184.00	11.6 inches	HD (1366 x 768 ) Widescreen LED	1.1 GHz Celeron N	4 GB DDR	64 GB SSD	Integrated Intel UHD Graphics 600	Intel		54g"," 802.11ac			Lenovo	lenovo 130s-11igm	Lenovo 130S	Windows 10 S	3.5 pounds	7.9 x 11.3 x 0.7 inches	7.9 x 11.3 x 0.7 inches	Mineral Gray	Intel	2	DDR SDRAM		Solid State			1 Lithium Polymer batteries required. (included)	1366 x 768	8 hours	business laptop		AC & Battery		2133 MHz						",,,,,
"$59.99	7 inches	1024 x 600	1.3 GHz Celeron 3865U	16 GB	16 GB	2Ghz						Chanbly	Touch			1.5 pounds	9.8 x 7.5 x 2.1 inches	9.8 x 7.5 x 2.1 inches	Blue		4		16 GB				1 Lithium Polymer batteries required. (included)		3 hours	Android	720 pixels	Battery								",,,,,,
"$619.99	1 inches		1.7 GHz Core i5 Family	8 GB DDR3	256 GB Flash Memory Solid State	Integrated Intel® UHD 620 Graphics		Integrated	802.11ac		3	Lenovo	ThinkCentre M720q	ThinkCentre M720q	Windows 10 Pro	3 pounds	7 x 1.4 x 7.2 inches	7 x 1.4 x 7.2 inches		Intel	1		256.0	Serial ATA-300	7200 RPM	None								2666 MHz		1 GB				",,,,,,
"$920.00	15.6 inches	3840 x 2160	1.8 GHz Core i7 8550U	16 GB SO-DIMM DDR4	256 GB SSD	MX130	Intel		802.11ac"," Bluetooth	1		Dell	Dell Inspiron i7573 Notebook PC	Dell Inspiron 7000 Series 7573 Laptop	Windows 10	4.8 pounds	9.6 x 14.2 x 0.7 inches	9.6 x 14.2 x 0.7 inches	Black	Intel	4	DDR4 SDRAM	256 GB	Solid State			1 Lithium ion batteries required. (included)	3840x2160		PC		AC & Battery								",,,,,
"$189.97	10.1 inches	1280*800 IPS	1.83 GHz	2 GB DDR3_SDRAM	64 GB	Intel HD Graphics			802.11b/g", 802.11bgn," 802.11b			Fusion5		FWIN232	Windows 10 Home	1.3 pounds				intel	4	DDR3 SDRAM	64 GB				1 Lithium Polymer batteries required. (included)			Android"," Windows	5 MP	Corded-Electric						12.3 x 10.6 x 1.6 inches		",,,
"$299.00	15.6 inches		Intel Celeron	4 GB LPDDR4	emmc		Intel	Integrated	801.11ac		2	Samsung	Chromebook 4+	XE350XBA-K01US	Chrome OS	3.75 pounds	14.2 x 9.6 x 0.7 inches	14.16 x 9.64 x 0.65 inches	Silver	Intel	1	DDR4 SDRAM				No Optical Drive	1 Lithium ion batteries required. (included)													",,,,,,
"$400.73	15.6 inches	1366 x 768	2.4 GHz Intel Core i3	16 GB	1 TB HDD	Intel UHD Graphics 620	Intel	Integrated	802.11ac			HP	HP	HP	Windows 10	4.52 pounds	15 x 10 x 0.9 inches	15 x 10 x 0.9 inches		Intel	2	DDR3 SDRAM		Serial ATA			1 Lithium ion batteries required. (included)	1366 x 768		PC										",,,,,,
$1 ,"796.59	15.6 inches	3840 x 2160 pixels	3.4 Intel Core i7	32 DDR4	1 Flash Memory Solid State		NVIDIA	Dedicated		2	2	MSI	Prestige 15 A10SC-010	Prestige 15 A10SC-010	Windows 10 Pro	3.64 pounds	14.4 x 9.2 x 0.6 inches	14.4 x 9.2 x 0.63 inches		Intel	6	SODIMM	1	PCIE x 4	0.1	No Optical Drive	1 Lithium Polymer batteries required. (included)			PC										",,,,,
"$75.99	10.1 inches	1280x800	1.5 GHz Cortex	1 GB SDRAM DDR3	16 GB	M-720 MP2			802.11abg", 802.11bgn," Bluetooth	1		Wecool	WECOOL	WECOOL		11.2 ounces	9.5 x 6.6 x 0.3 inches	9.48 x 6.59 x 0.3 inches	Black	MTK	4	DDR3 SDRAM	16 GB	USB 2.0			1 Lithium ion batteries required. (included)	1280x800	5 hours	Android Go 8.1	5 MP	AC & Battery								",,,,
"$985.98	17.3 inches	1920 x 1080 (Full HD)	2.6 GHz Intel Core i7	16 GB	512 GB SSD	NVIDIA GeForce GTX 1660Ti	NVIDIA	dedicated	802.11ac			ASUS	G731GUBI7N9	G731GUBI7N9	Windows 10 Home	6.28 pounds	15.7 x 11.5 x 1 inches	15.7 x 11.5 x 1 inches	Black	Intel	6		512 GB	Solid State			1 Lithium Polymer batteries required. (included)			PC		AC & Battery								",,,,,,
"$925.00	14 inches	1920 x 1080	Intel Core i7	16 GB	512 GB	.		dedicated				Lenovo ThinkBook		20RM	Windows 10	3.28 pounds					4	DDR SDRAM	512 GB				2 Lithium ion batteries required. (included)		11 hours									18.2 x 11.8 x 2.7 inches		",,,,,,
"$229.99	14.1 inches	1920x1080	2 GHz Intel Atom	4 GB DDR3	256 GB SSD	Intel		Integrated	802.11abg"," Bluetooth	1		CHUWI	CHUWI Herobook	CHUWI Herobook	Windows 10 Home	3.2 pounds	13.2 x 8.8 x 0.8 inches	13.18 x 8.85 x 0.78 inches	Gray	Intel	4	DDR3 SDRAM	64 GB	Solid State				1920x1080	9 hours	PC	3 MP			1.04 GHz						",,,,,
"$244.50	11.6 inches	1366 x 768 pixels	1.1 GHz 8032	4 GB A8	Flash Memory Solid State	Intel GMA 3150	hp	Integrated				HP	HP Chromebook	4SH03UA#ABA	Chrome OS	2 pounds	8.2 x 12 x 0.8 inches	8.18 x 12.04 x 0.76 inches		Intel	2		64.0	ATA-4	1	No Optical Drive	1 Lithium ion batteries required. (included)							3733 MHz		1				",,,,,,
"$194.93	14 inches	1366 x 768	1.1 GHz Celeron N	4 GB	64 GB SSD	Intel UHD Graphics 600	intel					Lenovo	Lenovo Ideapad	S130-14	Windows 10	3.22 pounds			Blue	Intel	2	DDR4 SDRAM	64 GB	Solid State			1 Lithium ion batteries required. (included)			PC								18.8 x 12.4 x 2.7 inches		",,,,,,
"$699.95	14 inches	1920x1080	2.4 GHz Intel Core i5	16 GB DDR4	512 GB SSD	Intel HD 520	intel	integrated	802.11ac			Oemgenuine	ThinkPad T470	T470	Windows 10	3.6 pounds	13.3 x 0.8 x 9.2 inches	13.3 x 0.8 x 9.2 inches	Black	Intel	2	SODIMM								PC										",,,,,,
"$274.99	15.6 inches	1366 x 768	2.2 GHz Core i3 8130U	4 GB	128 GB SSD	620	intel					Lenovo	IdeaPad 330S	81F5018EUS	Windows 10	4.1 pounds			Midnight Blue	Intel	1	DDR4 SDRAM	128 GB				1 A batteries required. (included)			Mac		AC & Battery						20.1 x 12.6 x 2.8 inches		",,,,,,
$1 ,"674.54	17.3 inches	1920 x 1080	4.5 GHz Core i7 Family	16 GB SDRAM	Flash Memory Solid State	gddr5	NVIDIA	Integrated	802.11ac		4	Acer	PH317-53-7777	PH317-53-7777	Windows 10	6.61 pounds	16 x 11 x 1 inches	15.99 x 11.02 x 0.97 inches		Intel	6		512.00	Solid State		No Optical Drive	1 Lithium ion batteries required. (included)			PC						6 GB				",,,,,
"$450.00			3 GHz Intel Core i3	8 GB SO-DIMM	128 GB SSD	Intel Iris Plus Graphics 655	Intel		802.11ac			E Retailers	NUC	NUC8i3BEK	Windows 10 Professional	2.5 pounds	4.5 x 2 x 4.4 inches	4.5 x 2 x 4.4 inches	Silver/Black	Intel	2	SODIMM	128 GB	Solid State						PC										",,,,,,
"$699.95			3 GHz Intel Core i5	16 GB DDR4	500 GB SSD	Intel UHD Graphics 630						Oemgenuine	V530s	V530s	Windows 10 Professional	9.3 pounds	12 x 3.9 x 10.8 inches	12 x 3.9 x 10.8 inches	Black	Intel	6	DIMM								PC										",,,,,,
"$699.95			3 GHz Intel Core i5	16 GB DDR4	500 GB SSD	Intel Integrated Graphics						Oemgenuine	M710e	M710e	Windows 10 Professional	9.37 pounds	11.9 x 3.9 x 10.8 inches	11.9 x 3.9 x 10.8 inches	Black	Intel	4	DIMM	500 GB	Serial ATA		DVD-RW				PC										",,,,,,
$1 ,"899.99	15.6 inches	1920 x 1080 pixels	4.8 GHz Intel Mobile CPU	16 GB SO-DIMM		NVIDIA GeForce	NVIDIA	Dedicated	802.11ac"," Bluetooth		3	GIGABYTE	AERO 15	AERO 15-X9-9RT5	Windows 10 Home	12.3 ounces	14 x 9.8 x 0.7 inches	14 x 9.8 x 0.74 inches		Intel	1	SODIMM		PCIE x 4	1 RPM	No Optical Drive	1 Lithium Polymer batteries required. (included)	1920x1080 pixels	8 hours	PC						8 GB				",,,,
"$999.99	15.6 inches	1920 x 1080	4 GHz Intel Core i5	16 GB	256 GB flash_memory_solid_state	NVIDIA GeForce GTX 1050 Ti	nvidia	Dedicated	802.11ac	2		Acer	AN515-53	NA	Windows 10	9 pounds	15.4 x 10.5 x 1.1 inches	15.4 x 10.5 x 1.1 inches		Intel	4	DDR4 SDRAM	256 GB	Solid State			1 Lithium ion batteries required. (included)	1920x1080		PC						4 GB				",,,,,,
"$398.48	15.6 inches	1366 x 768	3.7 GHz AMD A8	16 GB	512 GB SSD	AMD Radeon R5	AMD		802.11ac			Lenovo	B07WSXWLDH		Windows 10	5.71 pounds	14.8 x 10 x 4.6 inches	14.8 x 10 x 4.63 inches		AMD	2	DDR4 SDRAM	512 GB	Solid State			1 Lithium ion batteries required.	1366x768	5 hours	PC		AC & Battery								",,,,,,
$1 ,"183.11	15.6 inches	1920 x 1080 pixels	4 GHz AMD Ryzen 7	16 GB DDR4	512 GB Flash Memory Solid State	NVIDIA GeForce RTX 2060	NVIDIA	Dedicated	802.11b/n/ac"," Bluetooth	1	2	ASUS	TUF FX505DV	FX505DV-PB74	Windows 10 Home	4.85 pounds	14.2 x 10.3 x 1 inches	14.2 x 10.3 x 1 inches		Intel	4	DDR4 SDRAM	512	Solid State	10000 RPM	No Optical Drive	1 Lithium Polymer batteries required. (included)			PC				2400 MHz		6 GB				",,,,
"$339.00			Intel Celeron	8 GB ddr3l	120 GB flash_memory_solid_state							Protectli			Windows"," Linux	2.6 pounds			Black	Intel	1	DDR3L-1600 SDRAM	120 GB				1 CR2 batteries required. (included)											7.6 x 6 x 4.8 inches		",,,,,
"$384.37	14 inches		2.2 GHz Celeron N3450	4 GB DDR4	64 GB Flash Memory Solid State	Intel HD Graphics 500	Intel	Integrated			4	Acer	CB514-1HT-C7AZ	Acer	Chrome OS	3.09 pounds	12.7 x 9.1 x 0.7 inches	12.72 x 9.13 x 0.67 inches		Intel	4	DDR4 SDRAM	2			No Optical Drive	1 Lithium Polymer batteries required. (included)		12 hours											",,,,,,
"$756.32	17.3 inches	1600x900	1.8 GHz Intel Core i7	8 GB DDR4	1 TB mechanical_hard_drive	Intel UHD Graphics 620	intel	Integrated	802.11ac	1		HP	HP 17	HP 17	Windows 10	6.61 pounds	16.8 x 10.2 x 1.1 inches	16.8 x 10.2 x 1.1 inches	Natural Silver	Intel	4	DDR4 SDRAM	16 GB	Serial ATA	5400 RPM		1 Lithium Polymer batteries required. (included)	1600x900		PC		AC & Battery								",,,,,,
"$49.99	7 inches	1024x600		1 GB	16 GB	ARMv7			802.11bgn			PRITOM	K7	PTK7116-V1PK	Android 6.0 Marshmallow	1.65 pounds	7.1 x 4.8 x 0.3 inches	7.1 x 4.8 x 0.3 inches	Pink	ARM	4		16 GB				1 Lithium ion batteries required. (included)		5 years	Android 9.0	2 pixels	Battery"," DC								",,,,,
$1 ,"119.97	15.6 inches	1920 x 1080	2.2 GHz Core i7 8750H	16 GB	1 TB flash_memory_solid_state	NVIDIA GeForce GTX 1060	nvidia	Dedicated	802.11ac			MSI	GP63	GP63 Leopard-077	Windows 10	4.85 pounds	9.9 x 14.5 x 0.6 inches	9.92 x 14.53 x 0.63 inches		Intel	6	DDR4 SDRAM	256 GB	Serial ATA			1 Lithium Polymer batteries required. (included)	1920x1080		PC						6 GB				",,,,,
$1 ,"099.00	17.3 inches	1920 x 1080	2.6 GHz Intel Core i7	16 GB SO-DIMM	512 GB Flash Memory Solid State		NVIDIA	Dedicated	802.11ac		4	MSI	GF75 THIN 9SC-278	GF75 THIN 9SC-278	Windows 10	12.3 ounces	15.6 x 10.2 x 0.9 inches	15.63 x 10.24 x 0.9 inches		Intel	6	SODIMM	512	Solid State	1	No Optical Drive	1 Lithium ion batteries required. (included)													",,,,,
